,Return,Semester
280,0.000206085,2.0
281,0.000206085,2.0
282,0.000206085,2.0
283,0.000206085,2.0
284,0.000206085,2.0
285,0.000206085,2.0
286,0.000206085,2.0
287,0.000206085,2.0
288,0.000206085,2.0
289,0.000206085,2.0
290,0.000206085,2.0
291,0.000206085,2.0
292,0.000206085,2.0
293,0.000206085,2.0
294,0.000206085,2.0
295,0.000206085,2.0
296,0.000201938,2.0
297,0.000201938,2.0
298,0.000201938,2.0
299,0.000201938,2.0
300,0.000201938,2.0
301,0.000201938,2.0
302,0.000201938,2.0
303,0.000201938,2.0
304,0.000201938,2.0
305,0.000201938,2.0
306,0.000201938,2.0
307,0.000201938,2.0
308,0.000201938,2.0
309,0.000201938,2.0
310,0.000201938,2.0
311,0.000201938,2.0
312,0.000201938,2.0
313,0.000201938,2.0
314,0.000201938,2.0
315,0.000201938,2.0
316,0.000193252,2.0
317,0.000193252,2.0
318,0.000193252,2.0
319,0.000193252,2.0
320,0.000193252,2.0
321,0.000193252,2.0
322,0.000193252,2.0
323,0.000193252,2.0
324,0.000193252,2.0
325,0.000193252,2.0
326,0.000193252,2.0
327,0.000193252,2.0
328,0.000193252,2.0
329,0.000193252,2.0
330,0.000193252,2.0
331,0.000193252,2.0
332,0.000193252,2.0
333,0.000193252,2.0
334,0.000193252,2.0
335,0.000193252,2.0
336,0.000193252,2.0
337,0.000193252,2.0
338,0.000193252,2.0
339,0.000176964,2.0
340,0.000176964,2.0
341,0.000176964,2.0
342,0.000176964,2.0
343,0.000176964,2.0
344,0.000176964,2.0
345,0.000176964,2.0
346,0.000176964,2.0
347,0.000176964,2.0
348,0.000176964,2.0
349,0.000176964,2.0
350,0.000176964,2.0
351,0.000176964,2.0
352,0.000176964,2.0
353,0.000176964,2.0
354,0.000176964,2.0
355,0.000176964,2.0
356,0.000176964,2.0
357,0.000176964,2.0
358,0.000176964,2.0
359,0.00015832,2.0
360,0.00015832,2.0
361,0.00015832,2.0
362,0.00015832,2.0
363,0.00015832,2.0
364,0.00015832,2.0
365,0.00015832,2.0
366,0.00015832,2.0
367,0.00015832,2.0
368,0.00015832,2.0
369,0.00015832,2.0
370,0.00015832,2.0
371,0.00015832,2.0
372,0.00015832,2.0
373,0.00015832,2.0
374,0.00015832,2.0
375,0.00015832,2.0
376,0.00015832,2.0
377,0.00015832,2.0
378,0.00015832,2.0
379,0.00015832,3.0
380,0.000148,3.0
381,0.000148,3.0
382,0.000148,3.0
383,0.000148,3.0
384,0.000148,3.0
385,0.000148,3.0
386,0.000148,3.0
387,0.000148,3.0
388,0.000148,3.0
389,0.000148,3.0
390,0.000148,3.0
391,0.000148,3.0
392,0.000148,3.0
393,0.000148,3.0
394,0.000148,3.0
395,0.000148,3.0
396,0.000148,3.0
397,0.000148,3.0
398,0.000148,3.0
399,0.000148,3.0
400,0.000148,3.0
401,0.000148,3.0
402,0.00015,3.0
403,0.00015,3.0
404,0.00015,3.0
405,0.00015,3.0
406,0.00015,3.0
407,0.00015,3.0
408,0.00015,3.0
409,0.00015,3.0
410,0.00015,3.0
411,0.00015,3.0
412,0.00015,3.0
413,0.00015,3.0
414,0.00015,3.0
415,0.00015,3.0
416,0.00015,3.0
417,0.00015,3.0
418,0.00015,3.0
419,0.00015,3.0
420,0.00015,3.0
421,0.000157,3.0
422,0.000157,3.0
423,0.000157,3.0
424,0.000157,3.0
425,0.000157,3.0
426,0.000157,3.0
427,0.000157,3.0
428,0.000157,3.0
429,0.000157,3.0
430,0.000157,3.0
431,0.000157,3.0
432,0.000157,3.0
433,0.000157,3.0
434,0.000157,3.0
435,0.000157,3.0
436,0.000157,3.0
437,0.000157,3.0
438,0.000157,3.0
439,0.000157,3.0
440,0.000157,3.0
441,0.000157,3.0
442,0.000157,3.0
443,0.000146098,3.0
444,0.000146098,3.0
445,0.000146098,3.0
446,0.000146098,3.0
447,0.000146098,3.0
448,0.000146098,3.0
449,0.000146098,3.0
450,0.000146098,3.0
451,0.000146098,3.0
452,0.000146098,3.0
453,0.000146098,3.0
454,0.000146098,3.0
455,0.000146098,3.0
456,0.000146098,3.0
457,0.000146098,3.0
458,0.000146098,3.0
459,0.000146098,3.0
460,0.000146098,3.0
461,0.000146098,3.0
462,0.000146098,3.0
463,0.000146098,3.0
464,0.000142,3.0
465,0.000142,3.0
466,0.000142,3.0
467,0.000142,3.0
468,0.000142,3.0
469,0.000142,3.0
470,0.000142,3.0
471,0.000142,3.0
472,0.000142,3.0
473,0.000142,3.0
474,0.000142,3.0
475,0.000142,3.0
476,0.000142,3.0
477,0.000142,3.0
478,0.000142,3.0
479,0.000142,3.0
480,0.000142,3.0
481,0.000142,3.0
482,0.000142,3.0
483,0.000142,3.0
484,0.000143,3.0
485,0.000143,3.0
486,0.000143,3.0
487,0.000143,3.0
488,0.000143,3.0
489,0.000143,3.0
490,0.000143,3.0
491,0.000143,3.0
492,0.000143,3.0
493,0.000143,3.0
494,0.000143,3.0
495,0.000143,3.0
496,0.000143,3.0
497,0.000143,3.0
498,0.000143,3.0
499,0.000143,3.0
500,0.000143,3.0
501,0.000143,3.0
502,0.000143,4.0
503,0.000143,4.0
504,0.000143,4.0
505,0.000143,4.0
506,0.000125,4.0
507,0.000125,4.0
508,0.000125,4.0
509,0.000125,4.0
510,0.000125,4.0
511,0.000125,4.0
512,0.000125,4.0
513,0.000125,4.0
514,0.000125,4.0
515,0.000125,4.0
516,0.000125,4.0
517,0.000125,4.0
518,0.000125,4.0
519,0.000125,4.0
520,0.000125,4.0
521,0.000125,4.0
522,0.000125,4.0
523,0.000125,4.0
524,0.000125,4.0
525,0.000125,4.0
526,0.000125,4.0
527,0.000125,4.0
528,0.000122,4.0
529,0.000122,4.0
530,0.000122,4.0
531,0.000122,4.0
532,0.000122,4.0
533,0.000122,4.0
534,0.000122,4.0
535,0.000122,4.0
536,0.000122,4.0
537,0.000122,4.0
538,0.000122,4.0
539,0.000122,4.0
540,0.000122,4.0
541,0.000122,4.0
542,0.000122,4.0
543,0.000122,4.0
544,0.000122,4.0
545,0.000122,4.0
546,0.000122,4.0
547,0.000122,4.0
548,0.000122,4.0
549,0.000114,4.0
550,0.000114,4.0
551,0.000114,4.0
552,0.000114,4.0
553,0.000114,4.0
554,0.000114,4.0
555,0.000114,4.0
556,0.000114,4.0
557,0.000114,4.0
558,0.000114,4.0
559,0.000114,4.0
560,0.000114,4.0
561,0.000114,4.0
562,0.000114,4.0
563,0.000114,4.0
564,0.000114,4.0
565,0.000114,4.0
566,0.000114,4.0
567,0.000114,4.0
568,0.000114,4.0
569,0.000114,4.0
570,0.000112,4.0
571,0.000112,4.0
572,0.000112,4.0
573,0.000112,4.0
574,0.000112,4.0
575,0.000112,4.0
576,0.000112,4.0
577,0.000112,4.0
578,0.000112,4.0
579,0.000112,4.0
580,0.000112,4.0
581,0.000112,4.0
582,0.000112,4.0
583,0.000112,4.0
584,0.000112,4.0
585,0.000112,4.0
586,0.000112,4.0
587,0.000112,4.0
588,0.000112,4.0
589,0.000112,4.0
590,0.000112,4.0
591,0.000112,4.0
592,0.000122,4.0
593,0.000122,4.0
594,0.000122,4.0
595,0.000122,4.0
596,0.000122,4.0
597,0.000122,4.0
598,0.000122,4.0
599,0.000122,4.0
600,0.000122,4.0
601,0.000122,4.0
602,0.000122,4.0
603,0.000122,4.0
604,0.000122,4.0
605,0.000122,4.0
606,0.000122,4.0
607,0.000122,4.0
608,0.000122,4.0
609,0.000122,4.0
610,0.000122,4.0
611,0.000122,4.0
612,0.000126,4.0
613,0.000126,4.0
614,0.000126,4.0
615,0.000126,4.0
616,0.000126,4.0
617,0.000126,4.0
618,0.000126,4.0
619,0.000126,4.0
620,0.000126,4.0
621,0.000126,4.0
622,0.000126,4.0
623,0.000126,4.0
624,0.000126,4.0
625,0.000126,4.0
626,0.000126,4.0
627,0.000126,4.0
628,0.000126,4.0
629,0.000126,5.0
630,0.000126,5.0
631,0.000126,5.0
632,0.000126,5.0
633,0.000126,5.0
634,0.000117,5.0
635,0.000117,5.0
636,0.000117,5.0
637,0.000117,5.0
638,0.000117,5.0
639,0.000117,5.0
640,0.000117,5.0
641,0.000117,5.0
642,0.000117,5.0
643,0.000117,5.0
644,0.000117,5.0
645,0.000117,5.0
646,0.000117,5.0
647,0.000117,5.0
648,0.000117,5.0
649,0.000117,5.0
650,0.000117,5.0
651,0.000117,5.0
652,0.000117,5.0
653,0.000117,5.0
654,0.000115,5.0
655,0.000115,5.0
656,0.000115,5.0
657,0.000115,5.0
658,0.000115,5.0
659,0.000115,5.0
660,0.000115,5.0
661,0.000115,5.0
662,0.000115,5.0
663,0.000115,5.0
664,0.000115,5.0
665,0.000115,5.0
666,0.000115,5.0
667,0.000115,5.0
668,0.000115,5.0
669,0.000115,5.0
670,0.000115,5.0
671,0.000115,5.0
672,0.000115,5.0
673,0.000115,5.0
674,0.000115,5.0
675,0.000115,5.0
676,0.000115,5.0
677,0.000115,5.0
678,0.000115,5.0
679,0.000115,5.0
680,0.000115,5.0
681,0.000115,5.0
682,0.000115,5.0
683,0.000115,5.0
684,0.000115,5.0
685,0.000115,5.0
686,0.000115,5.0
687,0.000115,5.0
688,0.000115,5.0
689,0.000115,5.0
690,0.000115,5.0
691,0.000115,5.0
692,0.000115,5.0
693,0.000115,5.0
694,0.000115,5.0
695,0.000112,5.0
696,0.000112,5.0
697,0.000112,5.0
698,0.000112,5.0
699,0.000112,5.0
700,0.000112,5.0
701,0.000112,5.0
702,0.000112,5.0
703,0.000112,5.0
704,0.000112,5.0
705,0.000112,5.0
706,0.000112,5.0
707,0.000112,5.0
708,0.000112,5.0
709,0.000112,5.0
710,0.000112,5.0
711,0.000112,5.0
712,0.000112,5.0
713,0.000112,5.0
714,0.000112,5.0
715,0.000112,5.0
716,0.000116,5.0
717,0.000116,5.0
718,0.000116,5.0
719,0.000116,5.0
720,0.000116,5.0
721,0.000116,5.0
722,0.000116,5.0
723,0.000116,5.0
724,0.000116,5.0
725,0.000116,5.0
726,0.000116,5.0
727,0.000116,5.0
728,0.000116,5.0
729,0.000116,5.0
730,0.000116,5.0
731,0.000116,5.0
732,0.000116,5.0
733,0.000116,5.0
734,0.000116,5.0
735,0.000116,5.0
736,0.00012,5.0
737,0.00012,5.0
738,0.00012,5.0
739,0.00012,5.0
740,0.00012,5.0
741,0.00012,5.0
742,0.00012,5.0
743,0.00012,5.0
744,0.00012,5.0
745,0.00012,5.0
746,0.00012,5.0
747,0.00012,5.0
748,0.00012,5.0
749,0.00012,5.0
750,0.00012,5.0
751,0.00012,5.0
752,0.00012,5.0
753,0.00012,6.0
754,0.00012,6.0
755,0.00012,6.0
756,0.00012,6.0
757,0.000119,6.0
758,0.000119,6.0
759,0.000119,6.0
760,0.000119,6.0
761,0.000119,6.0
762,0.000119,6.0
763,0.000119,6.0
764,0.000119,6.0
765,0.000119,6.0
766,0.000119,6.0
767,0.000119,6.0
768,0.000119,6.0
769,0.000119,6.0
770,0.000119,6.0
771,0.000119,6.0
772,0.000119,6.0
773,0.000119,6.0
774,0.000119,6.0
775,0.000119,6.0
776,0.000119,6.0
777,0.000119,6.0
778,0.000118,6.0
779,0.000118,6.0
780,0.000118,6.0
781,0.000118,6.0
782,0.000118,6.0
783,0.000118,6.0
784,0.000118,6.0
785,0.000118,6.0
786,0.000118,6.0
787,0.000118,6.0
788,0.000118,6.0
789,0.000118,6.0
790,0.000118,6.0
791,0.000118,6.0
792,0.000118,6.0
793,0.000118,6.0
794,0.000118,6.0
795,0.000118,6.0
796,0.000118,6.0
797,0.000118,6.0
798,0.000118,6.0
799,0.000118,6.0
800,0.000115377,6.0
801,0.000115377,6.0
802,0.000115377,6.0
803,0.000115377,6.0
804,0.000115377,6.0
805,0.000115377,6.0
806,0.000115377,6.0
807,0.000115377,6.0
808,0.000115377,6.0
809,0.000115377,6.0
810,0.000115377,6.0
811,0.000115377,6.0
812,0.000115377,6.0
813,0.000115377,6.0
814,0.000115377,6.0
815,0.000115377,6.0
816,0.000115377,6.0
817,0.000115377,6.0
818,0.000115377,6.0
819,0.000115377,6.0
820,0.000115377,6.0
821,0.000118,6.0
822,0.000118,6.0
823,0.000118,6.0
824,0.000118,6.0
825,0.000118,6.0
826,0.000118,6.0
827,0.000118,6.0
828,0.000118,6.0
829,0.000118,6.0
830,0.000118,6.0
831,0.000118,6.0
832,0.000118,6.0
833,0.000118,6.0
834,0.000118,6.0
835,0.000118,6.0
836,0.000118,6.0
837,0.000118,6.0
838,0.000118,6.0
839,0.000118,6.0
840,0.000118,6.0
841,0.000118,6.0
842,0.000121,6.0
843,0.000121,6.0
844,0.000121,6.0
845,0.000121,6.0
846,0.000121,6.0
847,0.000121,6.0
848,0.000121,6.0
849,0.000121,6.0
850,0.000121,6.0
851,0.000121,6.0
852,0.000121,6.0
853,0.000121,6.0
854,0.000121,6.0
855,0.000121,6.0
856,0.000121,6.0
857,0.000121,6.0
858,0.000121,6.0
859,0.000121,6.0
860,0.000121,6.0
861,0.000121,6.0
862,0.000121,6.0
863,0.00012,6.0
864,0.00012,6.0
865,0.00012,6.0
866,0.00012,6.0
867,0.00012,6.0
868,0.00012,6.0
869,0.00012,6.0
870,0.00012,6.0
871,0.00012,6.0
872,0.00012,6.0
873,0.00012,6.0
874,0.00012,6.0
875,0.00012,6.0
876,0.00012,6.0
877,0.00012,6.0
878,0.00012,6.0
879,0.00012,7.0
880,0.00012,7.0
881,0.00012,7.0
882,0.00012,7.0
883,0.00012,7.0
884,0.00012,7.0
885,0.000117,7.0
886,0.000117,7.0
887,0.000117,7.0
888,0.000117,7.0
889,0.000117,7.0
890,0.000117,7.0
891,0.000117,7.0
892,0.000117,7.0
893,0.000117,7.0
894,0.000117,7.0
895,0.000117,7.0
896,0.000117,7.0
897,0.000117,7.0
898,0.000117,7.0
899,0.000117,7.0
900,0.000117,7.0
901,0.000117,7.0
902,0.000117,7.0
903,0.000117,7.0
904,0.000117,7.0
905,0.000117,7.0
906,0.000127,7.0
907,0.000127,7.0
908,0.000127,7.0
909,0.000127,7.0
910,0.000127,7.0
911,0.000127,7.0
912,0.000127,7.0
913,0.000127,7.0
914,0.000127,7.0
915,0.000127,7.0
916,0.000127,7.0
917,0.000127,7.0
918,0.000127,7.0
919,0.000127,7.0
920,0.000127,7.0
921,0.000127,7.0
922,0.000127,7.0
923,0.000127,7.0
924,0.000127,7.0
925,0.000137,7.0
926,0.000137,7.0
927,0.000137,7.0
928,0.000137,7.0
929,0.000137,7.0
930,0.000137,7.0
931,0.000137,7.0
932,0.000137,7.0
933,0.000137,7.0
934,0.000137,7.0
935,0.000137,7.0
936,0.000137,7.0
937,0.000137,7.0
938,0.000137,7.0
939,0.000137,7.0
940,0.000137,7.0
941,0.000137,7.0
942,0.000137,7.0
943,0.000137,7.0
944,0.000137,7.0
945,0.000137,7.0
946,0.000137,7.0
947,0.000137,7.0
948,0.000143,7.0
949,0.000143,7.0
950,0.000143,7.0
951,0.000143,7.0
952,0.000143,7.0
953,0.000143,7.0
954,0.000143,7.0
955,0.000143,7.0
956,0.000143,7.0
957,0.000143,7.0
958,0.000143,7.0
959,0.000143,7.0
960,0.000143,7.0
961,0.000143,7.0
962,0.000143,7.0
963,0.000143,7.0
964,0.000143,7.0
965,0.000143,7.0
966,0.000143,7.0
967,0.000161,7.0
968,0.000161,7.0
969,0.000161,7.0
970,0.000161,7.0
971,0.000161,7.0
972,0.000161,7.0
973,0.000161,7.0
974,0.000161,7.0
975,0.000161,7.0
976,0.000161,7.0
977,0.000161,7.0
978,0.000161,7.0
979,0.000161,7.0
980,0.000161,7.0
981,0.000161,7.0
982,0.000161,7.0
983,0.000161,7.0
984,0.000161,7.0
985,0.000161,7.0
986,0.000161,7.0
987,0.000161,7.0
988,0.000161,7.0
989,0.000161,7.0
990,0.000161,7.0
991,0.000161,7.0
992,0.000161,7.0
993,0.000161,7.0
994,0.000161,7.0
995,0.000161,7.0
996,0.000161,7.0
997,0.000161,7.0
998,0.000161,7.0
999,0.000161,7.0
1000,0.000161,7.0
1001,0.000161,7.0
1002,0.000161,7.0
1003,0.000161,7.0
1004,0.000161,8.0
1005,0.000161,8.0
1006,0.000161,8.0
1007,0.000161,8.0
1008,0.000161,8.0
1009,0.000161,8.0
1010,0.000168,8.0
1011,0.000168,8.0
1012,0.000168,8.0
1013,0.000168,8.0
1014,0.000168,8.0
1015,0.000168,8.0
1016,0.000168,8.0
1017,0.000168,8.0
1018,0.000168,8.0
1019,0.000168,8.0
1020,0.000168,8.0
1021,0.000168,8.0
1022,0.000168,8.0
1023,0.000168,8.0
1024,0.000168,8.0
1025,0.000168,8.0
1026,0.000168,8.0
1027,0.000168,8.0
1028,0.000168,8.0
1029,0.000168,8.0
1030,0.000174,8.0
1031,0.000174,8.0
1032,0.000174,8.0
1033,0.000174,8.0
1034,0.000174,8.0
1035,0.000174,8.0
1036,0.000174,8.0
1037,0.000174,8.0
1038,0.000174,8.0
1039,0.000174,8.0
1040,0.000174,8.0
1041,0.000174,8.0
1042,0.000174,8.0
1043,0.000174,8.0
1044,0.000174,8.0
1045,0.000174,8.0
1046,0.000174,8.0
1047,0.000174,8.0
1048,0.000174,8.0
1049,0.000174,8.0
1050,0.000174,8.0
1051,0.000174,8.0
1052,0.000174,8.0
1053,0.000179,8.0
1054,0.000179,8.0
1055,0.000179,8.0
1056,0.000179,8.0
1057,0.000179,8.0
1058,0.000179,8.0
1059,0.000179,8.0
1060,0.000179,8.0
1061,0.000179,8.0
1062,0.000179,8.0
1063,0.000179,8.0
1064,0.000179,8.0
1065,0.000179,8.0
1066,0.000179,8.0
1067,0.000179,8.0
1068,0.000179,8.0
1069,0.000179,8.0
1070,0.000179,8.0
1071,0.000179,8.0
1072,0.000179,8.0
1073,0.000179,8.0
1074,0.000192,8.0
1075,0.000192,8.0
1076,0.000192,8.0
1077,0.000192,8.0
1078,0.000192,8.0
1079,0.000192,8.0
1080,0.000192,8.0
1081,0.000192,8.0
1082,0.000192,8.0
1083,0.000192,8.0
1084,0.000192,8.0
1085,0.000192,8.0
1086,0.000192,8.0
1087,0.000192,8.0
1088,0.000192,8.0
1089,0.000192,8.0
1090,0.000192,8.0
1091,0.000192,8.0
1092,0.000192,8.0
1093,0.000192,8.0
1094,0.000192,8.0
1095,0.000205,8.0
1096,0.000205,8.0
1097,0.000205,8.0
1098,0.000205,8.0
1099,0.000205,8.0
1100,0.000205,8.0
1101,0.000205,8.0
1102,0.000205,8.0
1103,0.000205,8.0
1104,0.000205,8.0
1105,0.000205,8.0
1106,0.000205,8.0
1107,0.000205,8.0
1108,0.000205,8.0
1109,0.000205,8.0
1110,0.000205,8.0
1111,0.000205,8.0
1112,0.000205,8.0
1113,0.000205,8.0
1114,0.000205,8.0
1115,0.000205,8.0
1116,0.000216,8.0
1117,0.000216,8.0
1118,0.000216,8.0
1119,0.000216,8.0
1120,0.000216,8.0
1121,0.000216,8.0
1122,0.000216,8.0
1123,0.000216,8.0
1124,0.000216,8.0
1125,0.000216,8.0
1126,0.000216,8.0
1127,0.000216,8.0
1128,0.000216,8.0
1129,0.000216,9.0
1130,0.000216,9.0
1131,0.000216,9.0
1132,0.000216,9.0
1133,0.000216,9.0
1134,0.000216,9.0
1135,0.000216,9.0
1136,0.000216,9.0
1137,0.00022,9.0
1138,0.00022,9.0
1139,0.00022,9.0
1140,0.00022,9.0
1141,0.00022,9.0
1142,0.00022,9.0
1143,0.00022,9.0
1144,0.00022,9.0
1145,0.00022,9.0
1146,0.00022,9.0
1147,0.00022,9.0
1148,0.00022,9.0
1149,0.00022,9.0
1150,0.00022,9.0
1151,0.00022,9.0
1152,0.00022,9.0
1153,0.00022,9.0
1154,0.00022,9.0
1155,0.00022,9.0
1156,0.00022,9.0
1157,0.00022,9.0
1158,0.000223,9.0
1159,0.000223,9.0
1160,0.000223,9.0
1161,0.000223,9.0
1162,0.000223,9.0
1163,0.000223,9.0
1164,0.000223,9.0
1165,0.000223,9.0
1166,0.000223,9.0
1167,0.000223,9.0
1168,0.000223,9.0
1169,0.000223,9.0
1170,0.000223,9.0
1171,0.000223,9.0
1172,0.000223,9.0
1173,0.000223,9.0
1174,0.000223,9.0
1175,0.000223,9.0
1176,0.000223,9.0
1177,0.000221,9.0
1178,0.000221,9.0
1179,0.000221,9.0
1180,0.000221,9.0
1181,0.000221,9.0
1182,0.000221,9.0
1183,0.000221,9.0
1184,0.000221,9.0
1185,0.000221,9.0
1186,0.000221,9.0
1187,0.000221,9.0
1188,0.000221,9.0
1189,0.000221,9.0
1190,0.000221,9.0
1191,0.000221,9.0
1192,0.000221,9.0
1193,0.000221,9.0
1194,0.000221,9.0
1195,0.000221,9.0
1196,0.000221,9.0
1197,0.000221,9.0
1198,0.000221,9.0
1199,0.000221,9.0
1200,0.000218,9.0
1201,0.000218,9.0
1202,0.000218,9.0
1203,0.000218,9.0
1204,0.000218,9.0
1205,0.000218,9.0
1206,0.000218,9.0
1207,0.000218,9.0
1208,0.000218,9.0
1209,0.000218,9.0
1210,0.000218,9.0
1211,0.000218,9.0
1212,0.000218,9.0
1213,0.000218,9.0
1214,0.000218,9.0
1215,0.000218,9.0
1216,0.000218,9.0
1217,0.000218,9.0
1218,0.000218,9.0
1219,0.000219,9.0
1220,0.000219,9.0
1221,0.000219,9.0
1222,0.000219,9.0
1223,0.000219,9.0
1224,0.000219,9.0
1225,0.000219,9.0
1226,0.000219,9.0
1227,0.000219,9.0
1228,0.000219,9.0
